"legid";"accident_count";"geom_kml"
5559;1;"<LineString><coordinates>-104.993217580520692,39.749723306186056 -104.99012051525483,39.75214819700161 -104.989654073631471,39.752551692208471 -104.987360293341837,39.75429146903268 -104.987392035509998,39.754417670702445</coordinates></LineString>"
13274;1;"<LineString><coordinates>-104.978614083419799,39.990157646527635 -104.978617712286464,39.990192240527811 -104.978629436092433,39.990281647473481 -104.978629142747494,39.990320963037895 -104.978625637097991,39.990375751788669 -104.978619174570895,39.990411465694187 -104.978584424118566,39.990501858039401 -104.978578032676381,39.990528041359624 -104.978574685829955,39.99056138516621 -104.978571696664432,39.990754379110733 -104.978560603991795,39.991479275954724 -104.978553558012592,39.991939743624634 -104.978548493163245,39.991995716924187 -104.978509559079626,39.992231442388849 -104.978508013407264,39.992284800610072 -104.978511235826431,39.992338115040539 -104.978519209503361,39.992391132541201 -104.978528205785167,39.992438288146886 -104.978530976672332,39.992485900779656 -104.978527495319753,39.992533486707487 -104.978517795785507,39.992580559764654 -104.978506991542162,39.992639788535385 -104.978502305078521,39.992699489204668 -104.978503768470304,39.99275928817223 -104.978511371650143,39.992818810750165 -104.97851991769906,39.992918926828843 -104.978523321475095,39.992955633467012 -104.978520450314136,39.992992368235932 -104.978511355771516,39.993028497351411 -104.978501759336652,39.99306896236444 -104.978496824315499,39.993146430453592 -104.978498314443229,39.993223983646182 -104.978506221562796,39.993301305800749 -104.978528812237926,39.993507189937475 -104.978561527657931,39.993805340359913 -104.978571486713889,39.993896102858393 -104.978565094963159,39.993922285237858 -104.978530547192804,39.993985276259885 -104.978524174366513,39.994009076675127 -104.978522429715326,39.994035279568266 -104.978518817855004,39.994311668133889 -104.978507494360628,39.994375954047577 -104.978446890995585,39.994609200627707 -104.97844073448141,39.99465075609497 -104.978441622496646,39.994692575919288 -104.978456444957317,39.994781995482811 -104.978453075394413,39.994823053523234 -104.978440786429005,39.994863092342491 -104.978419929615271,39.994900974252033 -104.97838699136959,39.994955633811252 -104.978373714810658,39.994983342872992 -104.978365446002385,39.99501217996567 -104.978362336453998,39.995041613514601 -104.978364442921986,39.99507109981824 -104.978370292311965,39.995117590358824 -104.978368440845514,39.99515808952885 -104.978360349800312,39.995204518501843 -104.978333376385265,39.995290179951191 -104.978301536810108,39.995370477637273 -104.978199142347279,39.995633901667816 -104.978033997652702,39.995967954819008 -104.978001130981738,39.996013082791862 -104.977894775193548,39.996149623840402 -104.97787752271806,39.996178141093552 -104.97786798006797,39.996211458311244 -104.977845831007087,39.996273312412718 -104.977833225759198,39.996301850201831 -104.977802004667268,39.996333880103542 -104.977766092909604,39.996371846614757 -104.977696738899823,39.996482224315429 -104.977545118024352,39.996723526903089 -104.977507006915516,39.996789676350666 -104.977500726993966,39.996798467079103 -104.977492597057264,39.996806308514302 -104.977482854153635,39.996812974757567 -104.977471779597082,39.996818270725932 -104.97742023364637,39.996838458899923 -104.977408062768959,39.996844266045926 -104.977397332722248,39.996851561924956 -104.977378224988058,39.99686694399319 -104.977259528471208,39.996996280998886 -104.977112851786956,39.997138599300776 -104.97690390125959,39.997322341328449 -104.976836953835118,39.997367318021944 -104.976601953615173,39.997512818855725 -104.976562721196231,39.997544499515207 -104.976527753240561,39.997579008878432 -104.976497393043942,39.997616007149581 -104.976473240427723,39.997644203613788 -104.976444208829378,39.997669532605983 -104.976410867532081,39.997691498623873 -104.976373867286725,39.997709673169751 -104.976333932074965,39.997723700117469 -104.976284854946499,39.997740571084648 -104.976239147453214,39.997762331826721 -104.97619762632759,39.997788592414587 -104.976161037487373,39.997818881553599 -104.976130036042349,39.997852658201772 -104.976099915964951,39.997882887753569 -104.976064244847507,39.997909302123119 -104.976023826926621,39.997931305085089 -104.975979576937647,39.997948399969033 -104.975932495457513,39.997960198555973 -104.975878502862457,39.997976691814777 -104.975828225982326,39.997999078739547 -104.975782744534584,39.998026877812151 -104.975743037229606,39.998059492693294 -104.975709955936594,39.998096222013679 -104.975672177998504,39.998125289033823 -104.975630511704011,39.998151020133669 -104.975585451148248,39.998173110404238 -104.975370163157876,39.998288403381686 -104.975111070297316,39.998427154213005 -104.975052406281776,39.998451890078819 -104.974991444448079,39.998473086319976 -104.974941473699417,39.99849859204204 -104.974895137315457,39.998527875632035 -104.974852916498946,39.998560633936066 -104.97467236657171,39.998674205955943</coordinates></LineString>"
7343;1;"<LineString><coordinates>-105.01630366192714,39.600578963864145 -105.013983316335555,39.599517729873284 -105.013239984491037,39.599153354705507 -105.011725425750512,39.598429867551566 -105.009349826559813,39.597239012509526 -105.007024028218709,39.596198080444111 -105.00691350612297,39.596148746025015 -105.004784626375013,39.59520305874166 -105.004465186465822,39.595034544586206 -105.003666877265488,39.5945728105877 -105.002306424095494,39.593768963881928</coordinates></LineString>"
12707;1;"<LineString><coordinates>-105.088236345096718,40.170514291230411 -105.089285639706191,40.170512538955023 -105.090600727526635,40.170511713972559 -105.090996151281146,40.170513593110755</coordinates></LineString>"
7502;1;"<LineString><coordinates>-105.00210966432924,39.610852038744099 -105.002139669484336,39.609453312020342 -105.00213816668365,39.607774680285445 -105.002177859373319,39.60500822283305 -105.002215999413465,39.602377999906658 -105.002285104007527,39.598344274090373</coordinates></LineString>"
13522;1;"<LineString><coordinates>-105.253044142735405,39.999998613852114 -105.253044142672124,39.999998616494707</coordinates></LineString>"
11830;1;"<LineString><coordinates>-105.263628836369307,40.02340945435423 -105.263735759057113,40.023746069747688 -105.263766903285543,40.023917948973335 -105.263772883483966,40.024182108684847 -105.263757846559074,40.024306737729795 -105.263718466934165,40.024476037193338 -105.263670983626838,40.024612043840463 -105.26358599644027,40.024787946776065 -105.263477396494721,40.024956031447566 -105.263370090223148,40.02509098430955 -105.26320237029762,40.025316953541974 -105.263097249335047,40.025513214297362 -105.263037282915548,40.025668850310822 -105.262998226032124,40.025820661220173 -105.262975545990827,40.025977117620712 -105.262971088711026,40.026157303370233 -105.262981222403511,40.026788004094165 -105.2629991808613,40.026923186081504 -105.263090269108119,40.027365513357559 -105.263104017200803,40.027497063904441 -105.263104924883251,40.02778903325683</coordinates></LineString>"
12120;1;"<LineString><coordinates>-105.2837991935139,40.017094173054396 -105.283902851319155,40.017622794594992 -105.283988717953918,40.0179028904276 -105.284082600957419,40.018122928828141 -105.284295460240003,40.018624785555765 -105.284450893324617,40.019092249955619</coordinates></LineString>"
12788;1;"<LineString><coordinates>-105.111874999251967,40.165730000327258 -105.111881363486603,40.165883015965314 -105.111873243453502,40.166835900925278 -105.112367001451332,40.166843048263772 -105.112477027742827,40.166844103572295 -105.112532485601065,40.166844975735287 -105.113069191284865,40.166850891000465 -105.113089766251576,40.166850960029727 -105.113660489053501,40.166852527163982 -105.114240160244464,40.166853776706276 -105.114239166627655,40.166871272958076 -105.114234249400141,40.16710734018222 -105.114220915064848,40.16772358330465 -105.114207040250278,40.168434876172711 -105.114198899472953,40.169081676355248 -105.114183702621915,40.170025959508877 -105.114171848171964,40.170381074457239 -105.114167631068256,40.170966807553462 -105.114165545785042,40.17117680498859 -105.114157893456948,40.171579631191825 -105.114146373144379,40.172191075568968 -105.114138537303106,40.172626156919655 -105.114131450477444,40.173402326024465 -105.114120941656864,40.173993184995211 -105.114115792053099,40.174427931614602 -105.114100364184452,40.174939507734543 -105.114099242461876,40.175610352213248 -105.114126701788791,40.175816672331855 -105.114127392300375,40.175822354033194 -105.11417457223223,40.176210075565209 -105.114172538932635,40.176726157746721 -105.114172264828312,40.177089890087707 -105.11417193100489,40.177148909511722 -105.114170053714318,40.177479694501166 -105.114203116297077,40.177644856448993 -105.114203116469341,40.177644857349215</coordinates></LineString>"
11743;1;"<LineString><coordinates>-105.272042432902012,40.005975479410715 -105.271834681889217,40.0059946071407 -105.2713927836908,40.006008787798613 -105.271142581822602,40.005993268387989 -105.270919771245886,40.005971787578446 -105.269761777036138,40.005976271720499</coordinates></LineString>"
12195;1;"<LineString><coordinates>-105.269302854191679,40.019004861758795 -105.270392439618348,40.022038213022199</coordinates></LineString>"
11455;1;"<LineString><coordinates>-105.241676762659594,39.985828078497654 -105.237671772179169,39.985817624764941</coordinates></LineString>"
5571;1;"<LineString><coordinates>-104.884583098106532,39.747462498018145 -104.884902200660676,39.748088539439301 -104.885372164914116,39.74858947887104 -104.889306649664974,39.751384758376709 -104.890149040614062,39.752043781978713 -104.890606205267702,39.752671048712543 -104.890570268979545,39.753242477104251 -104.890566310636316,39.754259256038075</coordinates></LineString>"
13094;1;"<LineString><coordinates>-105.097630295713913,40.188561766162749 -105.09764018845469,40.187645949711531 -105.097641135893454,40.186729416273216 -105.097656426103427,40.184901198673977 -105.097663347374976,40.184185080781219 -105.097659649923045,40.183448680687491 -105.097682562824318,40.181239255689775</coordinates></LineString>"
5514;1;"<LineString><coordinates>-104.970901423189346,39.749419851846262 -104.97101006224193,39.74941949336187 -104.976954621504888,39.749473148165102</coordinates></LineString>"
12738;1;"<LineString><coordinates>-105.105169518171337,40.165732290476662 -105.105164441345011,40.167377652382228 -105.105155738690215,40.169031236848667 -105.10515515614307,40.170672838824224</coordinates></LineString>"
6164;1;"<LineString><coordinates>-104.917579353884804,39.703873819717387 -104.916990883075073,39.703876777475067 -104.916988098895132,39.704211879805058 -104.917100063195093,39.704358137974438 -104.917060764379798,39.704547356985714 -104.916926306391744,39.704838095930192 -104.91692340079635,39.705187768039252 -104.916789546490705,39.705405658190905 -104.916975872381272,39.705683417763268 -104.916969214169981,39.706484749150967 -104.916960815218587,39.707495556271319</coordinates></LineString>"
6507;1;"<LineString><coordinates>-105.132939383925162,39.70979122744145 -105.133152012846708,39.711208120196737 -105.133137830657788,39.71392052687284 -105.133132883127331,39.714866714102243 -105.133129254851951,39.715560584832453 -105.132715253687934,39.716631655584955 -105.132629610407051,39.717388350482693 -105.132379943689983,39.718270692231066 -105.132374655086096,39.719279957581811 -105.132363085735193,39.721487724140111 -105.132270490245276,39.723569075457128 -105.131940432069655,39.724198843557247 -105.131284940830596,39.724575270732508 -105.128414160392978,39.726774037296543 -105.128247436913412,39.727404309315496 -105.128180566473915,39.740020054455947</coordinates></LineString>"
11786;1;"<LineString><coordinates>-105.272625218795511,40.026754869134002 -105.272638531234904,40.027995830017076 -105.272651919608975,40.030054588387529 -105.272656607459481,40.030738095081198 -105.272666296805056,40.031609381758408 -105.272671696578044,40.031932829750765 -105.272676618852827,40.032720406386183</coordinates></LineString>"
5481;1;"<LineString><coordinates>-104.933774975086237,39.747413129430747 -104.931703481365901,39.747397339630915</coordinates></LineString>"
8670;1;"<LineString><coordinates>-105.095428331013935,39.835944105907657 -105.095456966326921,39.835888402483448 -105.095729858052451,39.835252178929728 -105.09576884830183,39.83513429214365 -105.095781431098786,39.835012476235747 -105.095770938584693,39.834909159534398 -105.09568464673994,39.834534921988926 -105.095670256845438,39.834451508607401 -105.09564186349057,39.834177702594083 -105.095627600525575,39.834040154938933 -105.095588968786004,39.833478546999586</coordinates></LineString>"
4929;1;"<LineString><coordinates>-105.002794274745426,39.73686825507739 -105.002835830238851,39.733689257167072</coordinates></LineString>"
7651;1;"<LineString><coordinates>-104.92220647838559,39.801887831525882 -104.912913273835343,39.801919819658316 -104.911541806621969,39.802059511868904 -104.911319443214765,39.802064636837542 -104.910176026497666,39.802069895337446 -104.906695125744051,39.802072610163002 -104.906703178547062,39.805650724804401 -104.907048776895095,39.80565985682091 -104.907063871968617,39.80928343549818</coordinates></LineString>"
14394;1;"<LineString><coordinates>-104.865871360884057,39.782334929641124 -104.874472690172993,39.782323113258713 -104.877418703937252,39.782303038282912 -104.879248691879212,39.783591340856852 -104.880889590213229,39.785446904430849 -104.886782057110111,39.785477738547755 -104.890464852565486,39.785496860138906</coordinates></LineString>"
4339;1;"<LineString><coordinates>-104.973505259230478,39.660447161145377 -104.973546587125583,39.654935052845815 -104.973560198159021,39.653119489439923 -104.971352492485025,39.653115032260665 -104.971126550268181,39.653145634955727 -104.969616199306245,39.6531388284318</coordinates></LineString>"
5594;1;"<LineString><coordinates>-104.993420412669636,39.753655116756605 -104.994298368075334,39.754332258677088</coordinates></LineString>"
12949;1;"<LineString><coordinates>-105.120890517082458,40.200694989069738 -105.119624578940503,40.199805524473966 -105.119558141597338,40.199754563216871 -105.119485698108136,40.199708666789043 -105.119407901501674,40.199668246999821 -105.119325455547568,40.199633669897906 -105.119239103057822,40.199605247629229 -105.119149623553497,40.199583235728909 -105.119057823871174,40.199567833090889 -105.118964532311907,40.199559178347904 -105.118870591591687,40.199557350749068 -105.118338981499392,40.199554225593928 -105.117424306585065,40.199552575745628 -105.116728005638748,40.1995516426067</coordinates></LineString>"
5267;1;"<LineString><coordinates>-104.760860285700332,39.740330653421488 -104.760865421768315,39.741476039446077 -104.760862631956357,39.741587205078979 -104.760859506130231,39.741631618355207 -104.760857511755034,39.74165380426907 -104.760852664849864,39.741698124770579 -104.760831264076103,39.741830514472845 -104.760816723311251,39.741896279885509 -104.760793382269171,39.741983388638481 -104.760786844436325,39.742005047024342 -104.760772930361242,39.742048209012999 -104.760765556499152,39.74206970812714 -104.760757904415527,39.742091147848654 -104.760749975276738,39.742112528184784 -104.760741770268098,39.74213384734152 -104.760706208452604,39.742218456437151 -104.760696637323363,39.742239431950303 -104.760686793965263,39.742260332796171 -104.760655651733742,39.742322566747355 -104.760622111574449,39.742384052459919 -104.760610402882165,39.742404373242145 -104.760598432658568,39.742424600509295 -104.760547954080167,39.742504561926665 -104.760493383276639,39.742582905182168 -104.760479111317551,39.742602222684454 -104.760464589672395,39.742621429632209 -104.760449820693296,39.742640524238602 -104.760404043997525,39.742697110680815 -104.760356092217179,39.74275261431282 -104.760235998033977,39.742877631912272 -104.760217929501664,39.742894952100535 -104.760181123655542,39.742929171244 -104.760162389889061,39.742946065717931 -104.760104893385943,39.742995872711617 -104.757638411601803,39.744943515309579</coordinates></LineString>"
6408;1;"<LineString><coordinates>-104.981444503690156,39.718319127898233 -104.979139461076201,39.71831333962357</coordinates></LineString>"
8315;1;"<LineString><coordinates>-104.922183965598947,39.809226984355561 -104.922165248001065,39.810611605585237 -104.922223878844221,39.813059116627123 -104.922170082907442,39.817492024601108</coordinates></LineString>"
6387;1;"<LineString><coordinates>-105.032469964511392,39.718148017870057 -105.029994002746008,39.718143642703879</coordinates></LineString>"
14481;1;"<LineString><coordinates>-104.823923382638142,39.777468567220431 -104.828090180909598,39.776038358165437 -104.828662720155279,39.775898679995777 -104.829434227663654,39.775938812808121 -104.839300832998163,39.779020244060781</coordinates></LineString>"
11540;1;"<LineString><coordinates>-105.250724262465738,39.986213955361208 -105.251026545478297,39.986463914660405 -105.251216377857986,39.986627828595694 -105.251437039882347,39.986792961639921 -105.251678885949573,39.986953034340303 -105.251932693607003,39.987101574574829 -105.252246198966148,39.987262870067994 -105.252568595791118,39.987413148595955 -105.25285723154613,39.987534556997417 -105.253485984257694,39.987851600945703 -105.254423017095618,39.988288715333745 -105.255192499058069,39.988677425742232 -105.255708296232768,39.988980546443365 -105.255843691468371,39.989072742646265 -105.256005478638542,39.98918622065321 -105.255978054028887,39.989288094595032 -105.256388353013378,39.989626525459585 -105.256505793578654,39.989720107644573 -105.25677993376182,39.989907703728448 -105.256871527991336,39.989993686397796 -105.256983573961961,39.990099267038623 -105.257214175593234,39.990379816170275 -105.257510266982095,39.990807390058563 -105.257749439644613,39.991146812625836 -105.257977276499773,39.991455400108386 -105.258302948953869,39.991934467733849 -105.258645643874317,39.992421428436124 -105.258933297775116,39.99282934950493 -105.259167312965644,39.993196507685354 -105.259349502156823,39.993469784941688 -105.259383156761331,39.993667929920242</coordinates></LineString>"
12206;1;"<LineString><coordinates>-105.284450893324617,40.019092249955619 -105.284704353190364,40.019789103558786 -105.284892310489298,40.020349884874861 -105.284906489261985,40.020455261010426 -105.284881429262583,40.020576823534725 -105.284862390795226,40.020824692561661 -105.284861191506195,40.021134569725454 -105.284864709606509,40.0217667903459 -105.284888346013489,40.021855449421466 -105.284938465288491,40.021949868045503 -105.285199227256768,40.022278843328323 -105.285487347481578,40.022697471573728 -105.285539208142737,40.022806222775863 -105.285596524763534,40.022974252399059 -105.285628690974065,40.02314618801293 -105.285636009709492,40.023271739327235 -105.285648566075309,40.023686848980667 -105.285652356096008,40.024133594615101 -105.285655025064017,40.024463570709749 -105.285656142552511,40.02459105950868 -105.285660611814706,40.025026441135545 -105.285666940839334,40.025516564718949 -105.285669339855673,40.025969662699886 -105.285579487791338,40.026415671540278 -105.285563687759094,40.026557183643789 -105.285561532691204,40.026721121887341</coordinates></LineString>"
6501;1;"<LineString><coordinates>-104.934927343095239,39.727421832598658 -104.934865250158694,39.725628845015827 -104.934561258264623,39.725301822978764 -104.934543181602038,39.724374378622841 -104.934514636691929,39.723160783711052 -104.934535682688107,39.722134871897204 -104.934639790244077,39.721898599153143 -104.934597039144961,39.720862515039329 -104.934695008268434,39.720270210189305 -104.93440139167032,39.719776366708253 -104.93442283479385,39.718701127662037 -104.934694117999598,39.718327541541257 -104.935066128412515,39.718026378195674 -104.935106948297374,39.717826383068555 -104.935081414834244,39.716237909541036 -104.935068496934733,39.714669227051836</coordinates></LineString>"
12334;1;"<LineString><coordinates>-105.174729538551091,40.101651675736917 -105.173304362892495,40.101622801234775 -105.169173615961654,40.101610998538867</coordinates></LineString>"
12760;1;"<LineString><coordinates>-105.083091540171964,40.170770371033264 -105.084063208231768,40.17075191009738 -105.084988599754894,40.170693470475733 -105.0859068993081,40.170624017190718 -105.087471310752818,40.170521177300536 -105.088235353261425,40.170514292882331 -105.088236345096718,40.170514291230411</coordinates></LineString>"
11433;1;"<LineString><coordinates>-105.241665731265186,39.982260659955863 -105.241676762659594,39.985828078497654</coordinates></LineString>"
14484;1;"<LineString><coordinates>-105.053118240491131,39.780206615809689 -105.043966441418092,39.780228552209863</coordinates></LineString>"
5939;1;"<LineString><coordinates>-105.01567156050352,39.699979452194327 -105.014078502331415,39.69997242495841</coordinates></LineString>"
7944;1;"<LineString><coordinates>-105.057508072555066,39.841900558887247 -105.057508976031144,39.841999912167189 -105.057515300369445,39.842229186009455 -105.057571832831144,39.842454332476244 -105.057667571545991,39.842653511173708 -105.057802621279123,39.842838661253204 -105.058095805742468,39.843175540156764 -105.058494156998492,39.843633253596636 -105.059053154601017,39.844275541634005</coordinates></LineString>"
12122;1;"<LineString><coordinates>-105.29146909614424,40.018427723145223 -105.290038777601069,40.018429234575486 -105.288557676284313,40.018432012983375 -105.28768644860817,40.018432990279109 -105.286288821632681,40.018707804907102 -105.285694592237363,40.018834194115136 -105.284450893324617,40.019092249955619</coordinates></LineString>"
5552;1;"<LineString><coordinates>-104.996750223606398,39.752468627978551 -104.994158457598658,39.750420425245508</coordinates></LineString>"
12135;1;"<LineString><coordinates>-105.277662229815192,40.0152815479914 -105.277666274360925,40.015293593036716 -105.277916230084855,40.016038075023594 -105.278097277365262,40.016577304768113 -105.278322140491838,40.017133663960408</coordinates></LineString>"
5196;1;"<LineString><coordinates>-104.904602319492,39.758404633029933 -104.903540233731036,39.758410690715124</coordinates></LineString>"
5311;1;"<LineString><coordinates>-104.997022416570857,39.74010340314166 -104.993719189824617,39.742652286775296</coordinates></LineString>"
7570;2;"<LineString><coordinates>-104.92220647838559,39.801887831525882 -104.924800128763223,39.801849502616371 -104.927608927579286,39.801845947019444 -104.928584833324351,39.801856431965653 -104.929143492055147,39.801870634334456 -104.929619999359886,39.801906515890664 -104.930402265304153,39.80191120861425 -104.930414967994224,39.801503173386301 -104.930391874860874,39.798606879433912 -104.930410417721447,39.798158735816642 -104.930634606778924,39.798073621281091 -104.930838775581279,39.797966038069532 -104.93099354237728,39.797908705040697 -104.931128381281084,39.797817411629396 -104.931181881333117,39.797651019070919 -104.931167728299712,39.797559005005894 -104.931041972009581,39.797449213189552 -104.930559263412889,39.797264682916712</coordinates></LineString>"
7722;2;"<LineString><coordinates>-105.129063187527393,39.809729268366546 -105.129305071999028,39.809504691810595 -105.129482028225226,39.809364374915639 -105.129806980824156,39.809162632361968 -105.130239737099558,39.808980647089058 -105.13068378706312,39.808860044945412 -105.131178471646365,39.808768341102322 -105.131824455123393,39.808766318990848 -105.132239574642483,39.808809956052059 -105.132617993230156,39.808921545314746 -105.132921612779469,39.808995832391069 -105.133138481469118,39.809018971937249 -105.133626675953749,39.809017211245923 -105.134516529777869,39.809013997142664 -105.135405156147883,39.809010780623971 -105.13629559021075,39.809007551274902 -105.137182481044675,39.809004327698162 -105.137740349976681,39.809005133243957</coordinates></LineString>"
6489;2;"<LineString><coordinates>-105.032530510013117,39.729287054731728 -105.032482267067849,39.720411706923962</coordinates></LineString>"
14483;2;"<LineString><coordinates>-104.954134631635625,39.777665811131136 -104.954124273785709,39.779955595827367 -104.954133388816473,39.781139066566212 -104.954114926215055,39.781940505668963</coordinates></LineString>"
5589;2;"<LineString><coordinates>-104.9973104825376,39.754688521267084 -104.995560121030678,39.753373231874207</coordinates></LineString>"
5170;2;"<LineString><coordinates>-104.931619374734382,39.728048133953486 -104.926560338620504,39.728059846284594 -104.922978503814505,39.728062111857319 -104.920570691109575,39.728063464142053 -104.916694267616165,39.728067383699482 -104.916138386558458,39.728067371413282</coordinates></LineString>"
6388;2;"<LineString><coordinates>-105.029994002746008,39.718143642703879 -105.027831742167578,39.71815605325677 -105.026283367817442,39.718165630603103 -105.025110231836408,39.718160900536368</coordinates></LineString>"
13206;2;"<LineString><coordinates>-105.282122240703117,40.056125646053211 -105.282128073084607,40.058258880093753</coordinates></LineString>"
14482;2;"<LineString><coordinates>-104.987625457433893,39.778325878793815 -104.981319932361529,39.778318328248311 -104.978999137177667,39.778334211512146</coordinates></LineString>"
4724;2;"<LineString><coordinates>-104.95086209294027,39.669386074118314 -104.950844727098854,39.671191382449464 -104.950838694944878,39.673029360554523 -104.950832871320699,39.67484078944134</coordinates></LineString>"
11630;2;"<LineString><coordinates>-105.287230037977309,40.00724396648836 -105.287214644528717,40.008207270694221 -105.287219351400964,40.008472135582174 -105.287231738057628,40.009433519752903 -105.287212155109273,40.009531300290547 -105.28721081053655,40.009917351287037 -105.287209366586367,40.010333330514911 -105.28722670840996,40.010482328706495</coordinates></LineString>"
5316;2;"<LineString><coordinates>-104.989014726461662,39.740909642638371 -104.989903342121465,39.741573732188108 -104.990736035433386,39.742280861061694</coordinates></LineString>"
11738;2;"<LineString><coordinates>-105.286680402831422,40.001911231948668 -105.286676736755126,40.003629270603291 -105.286651857712187,40.003697247355475 -105.286631204228698,40.003760845968124 -105.286640876146024,40.005420333508759 -105.287208421593618,40.005419707342597 -105.287203714398046,40.005852835531378 -105.287213960123793,40.006348059424681 -105.287230037977309,40.00724396648836</coordinates></LineString>"
11528;2;"<LineString><coordinates>-105.237671772179169,39.985817624764941 -105.237685979522681,39.986884818122228 -105.237708702476638,39.986999069696971 -105.237753566524844,39.987109391684953 -105.237819511170855,39.987213255592437 -105.237874473283938,39.987277728222558 -105.238028771147611,39.987412291464281 -105.238575787917497,39.987732279369169 -105.239298657804568,39.988152559206057 -105.240051797435072,39.988592120319986 -105.240799620335522,39.989024800675061 -105.241534981606051,39.989451958117463 -105.242275700877883,39.989880495047963 -105.243014648799786,39.990307650902224 -105.243753586794838,39.990740291910143 -105.24450323608913,39.991174325639072 -105.2452457661594,39.991605592400816 -105.245982963476763,39.992034097975072</coordinates></LineString>"
5973;2;"<LineString><coordinates>-105.014078502331415,39.69997242495841 -105.014002297056109,39.7003977022651 -105.013915921163246,39.700596382906589 -105.013770121774684,39.700810069152801 -105.013574490901959,39.701099662629275 -105.013407106607048,39.701412226678578 -105.01331957714801,39.701847427105569 -105.013329450008527,39.7025513533669</coordinates></LineString>"
5160;2;"<LineString><coordinates>-104.934927343095239,39.727421832598658 -104.93410984093785,39.727422907247238 -104.931621774097422,39.727423072766385</coordinates></LineString>"
3071;2;"<LineString><coordinates>-104.985433481172223,39.638579146834203 -104.978512985836701,39.638567413743772</coordinates></LineString>"
5956;2;"<LineString><coordinates>-104.959368215583254,39.703871075670762 -104.957711150648024,39.70258530344605 -104.957394747447466,39.70239758490731 -104.957078116688791,39.702239496265207 -104.956489734122442,39.701984096138851 -104.955297180726262,39.701515856112458 -104.95494781098111,39.701340677016837 -104.954751650565086,39.701195840014947 -104.954490587220278,39.700940639891186 -104.954268544231581,39.70060095615684 -104.954176998665091,39.700393105714163 -104.954125393956843,39.699982249099428 -104.95404523878517,39.699719420020756 -104.953943492776688,39.699414159004561 -104.953774267321933,39.69918672937704 -104.953612422213482,39.699002004046619 -104.953318294175446,39.698772046048781 -104.952956024097219,39.698529704661773 -104.950014626642925,39.696581661842778</coordinates></LineString>"
6152;2;"<LineString><coordinates>-104.972305056715086,39.707501585674628 -104.968711921563326,39.707493102714764</coordinates></LineString>"
12710;2;"<LineString><coordinates>-105.12129667072378,40.166820493440447 -105.121257614995173,40.166444278636 -105.1212568708292,40.166256576175115 -105.121255930493248,40.165943624696155 -105.121255397424747,40.165557241972465 -105.121256450690467,40.165368172809245 -105.121260244318009,40.165007884217957 -105.121275059486152,40.164274975036335 -105.121283731838659,40.163841955475924 -105.121299131628575,40.163030087845627 -105.121314979571011,40.161262895255078</coordinates></LineString>"
5176;2;"<LineString><coordinates>-105.027451325426782,39.729290533133522 -105.032530510013117,39.729287054731728</coordinates></LineString>"
5502;2;"<LineString><coordinates>-104.856201103130999,39.728155077456364 -104.855885475491249,39.728411734951649 -104.855569896039697,39.728662894950588 -104.855333083664192,39.728865007293145 -104.855124596522757,39.72908376691673 -104.854923126843687,39.729313559339751 -104.854735338187439,39.729603900454521 -104.854576026525663,39.729894397468819 -104.854444939250655,39.730212536310859 -104.854341722373405,39.730596798818546 -104.854278894360746,39.731234169885468 -104.854271085202086,39.732855905016372 -104.854174181173008,39.732963757358071 -104.854154752234152,39.73466395946577 -104.854138162045444,39.736493615501381</coordinates></LineString>"
4779;2;"<LineString><coordinates>-105.015704462320855,39.678658298830527 -105.01570356842204,39.674435093782691 -105.015715078932203,39.669752148302202</coordinates></LineString>"
11741;2;"<LineString><coordinates>-105.269638859598828,40.004606035699091 -105.269571045390094,40.004698199926651 -105.269540211790428,40.004768737983497 -105.26952107995676,40.005771245720481 -105.2695457513002,40.005854584617573 -105.26959165597242,40.005908317347682 -105.269633110953194,40.005937087564334 -105.269707298211031,40.005966746498807 -105.269761777036138,40.005976271720499</coordinates></LineString>"
6079;2;"<LineString><coordinates>-104.959368215583254,39.703871075670762 -104.950033934019061,39.703847648558344</coordinates></LineString>"
12207;2;"<LineString><coordinates>-105.279356693573632,40.02018168954406 -105.280127290669313,40.022453517898668 -105.280298801638722,40.02292942722945 -105.280482064077958,40.023445124956993 -105.280518394711763,40.023609710309778 -105.280549673268226,40.023853734531862 -105.280560737025112,40.024490118361058 -105.280577968386197,40.025313680257504 -105.28055550906609,40.025380043974764 -105.280527276751471,40.025420398725579 -105.280407275311717,40.025515895303272 -105.280304861652283,40.025594075187293 -105.280268015255345,40.025648359913077 -105.280256780921519,40.025688363463452 -105.280276718356461,40.026271808642036 -105.280277360683655,40.026747166981231</coordinates></LineString>"
10017;2;"<LineString><coordinates>-105.063852077301135,39.925049396391643 -105.06324139534297,39.925136332663442 -105.062499753696727,39.925169263528396 -105.053031450070463,39.925098098145931</coordinates></LineString>"
