"legid";"accident_count";"geom_kml"
4858;4;"<LineString><coordinates>-104.990239645542204,39.735277661373395 -104.990253266139405,39.730533820526638 -104.990268231734632,39.730375460345257 -104.990361850624979,39.730169353592132 -104.990559983592476,39.730032650865866 -104.99078572885611,39.729918436591973</coordinates></LineString>"
5674;4;"<LineString><coordinates>-104.991391418202511,39.753891587583645 -104.985345062068433,39.75855057150671</coordinates></LineString>"
4778;4;"<LineString><coordinates>-104.968739222805723,39.686862112103462 -104.968781954637379,39.674850469024683</coordinates></LineString>"
4605;4;"<LineString><coordinates>-105.079312521383059,39.66277999408932 -105.07861513268179,39.664193652805736 -105.078407850772649,39.664680472533071 -105.078556381212152,39.66509989723739 -105.078643047736819,39.665464162906567 -105.078685742629844,39.665752734023947 -105.078681844981844,39.667740946513966</coordinates></LineString>"
14386;4;"<LineString><coordinates>-104.954114926215055,39.781940505668963 -104.957585808623477,39.781956546137387 -104.959278512401895,39.781959616769043 -104.959270723857529,39.782281461177462 -104.959279531252278,39.782619699986491 -104.959322270258767,39.782624611222509 -104.959395817331554,39.782596659972825 -104.959470346047411,39.782441411562608 -104.95964930269642,39.782215920451478 -104.959847263867204,39.7820020942738 -104.95999353788136,39.78195346827335 -104.960265449671581,39.781943581007113 -104.961588579415803,39.781942570310584 -104.963476861727116,39.781941103189382</coordinates></LineString>"
5951;4;"<LineString><coordinates>-105.053230773386403,39.700439050423562 -105.046059106444289,39.700411587284357 -105.042615104444593,39.700378010378309</coordinates></LineString>"
4943;4;"<LineString><coordinates>-104.898758128757393,39.735633269147236 -104.884684100434612,39.735627798480309</coordinates></LineString>"
5484;4;"<LineString><coordinates>-104.916339768330545,39.747436453418729 -104.912433183579438,39.747449681680294 -104.903476573047612,39.747446883841832 -104.898757500378395,39.747431231907157 -104.898752880994721,39.747431242374759</coordinates></LineString>"
13637;4;"<LineString><coordinates>-105.240251198235356,40.00482949218501 -105.241153474956377,40.004380000198999 -105.241933359545044,40.004003248806377 -105.242069345766382,40.003951669438749 -105.242281834669555,40.003889388775598 -105.242502105669502,40.003845930370467 -105.243120106017599,40.003765886049337 -105.243405803398531,40.003752082554968 -105.243724893063344,40.00375325072747 -105.244671258257029,40.003751380729902 -105.245610341037889,40.003749727920599 -105.246526322990192,40.003749255462161 -105.247433736857161,40.003748976420965 -105.248374068747196,40.003747383562214</coordinates></LineString>"
6386;4;"<LineString><coordinates>-105.039690076308105,39.718160478661773 -105.032469964511392,39.718148017870057</coordinates></LineString>"
14544;4;"<LineString><coordinates>-105.004140509219255,39.765645070635635 -105.006448088983561,39.765643385628358</coordinates></LineString>"
11376;4;"<LineString><coordinates>-104.754349633997307,39.972371704957908 -104.760638003608094,39.97236766183277 -104.778058583276319,39.97234470138914 -104.782817008607509,39.972373700118077 -104.794600010237502,39.972422888732126 -104.801511944637269,39.972376806799936 -104.81275808782172,39.972290245777081 -104.825639309194742,39.972315482482458 -104.826268002719431,39.972394742824051 -104.826559399301985,39.972774762665907 -104.826711799546018,39.973290198076299 -104.824200250116633,39.977413062949481 -104.823183158873206,39.979544862076303 -104.825404950144403,39.979660771581671 -104.825206925678685,39.980323039824128 -104.825704146604949,39.98042907614758 -104.825999825288946,39.979575714237747 -104.827647613432376,39.979599850611358 -104.827612708995787,39.981236037983969 -104.828941622400777,39.982540912107808 -104.828728424345584,39.982790317095514 -104.82775184734777,39.984701247741405 -104.82751536149442,39.98537804216808 -104.827589441809522,39.986002800250084</coordinates></LineString>"
12146;5;"<LineString><coordinates>-105.283355139712285,40.01431877233987 -105.283295145223875,40.014628581108852 -105.283227669447641,40.014897427672324 -105.283221627381025,40.015036969665815 -105.283568713678122,40.016073374984167 -105.283742899361755,40.01656858013132 -105.283787978915953,40.016803861644178 -105.2837991935139,40.017094173054396</coordinates></LineString>"
14541;5;"<LineString><coordinates>-105.039316010699679,39.765784274467336 -105.034967666351164,39.765826167655881 -105.034723755726361,39.765807766072562 -105.034584500214962,39.765681664632638 -105.03441755227702,39.765642641512869 -105.030083769570922,39.765635884213758 -105.029776851526179,39.765578857880641 -105.02523508132316,39.765588527955153 -105.025094827499061,39.765612375662343 -105.023639571377487,39.765627420897339 -105.020502747377819,39.765632389451675</coordinates></LineString>"
6151;5;"<LineString><coordinates>-104.976916961331696,39.707473256119528 -104.972305056715086,39.707501585674628</coordinates></LineString>"
4744;5;"<LineString><coordinates>-104.992270703951846,39.674880104750919 -104.987580785334771,39.674898724722404</coordinates></LineString>"
5472;5;"<LineString><coordinates>-104.999268328476859,39.745047896944939 -104.993217580520692,39.749723306186056</coordinates></LineString>"
4145;5;"<LineString><coordinates>-105.044264165474999,39.685251988285117 -105.044245262252687,39.687565588036293 -105.044264637435731,39.689522960139819 -105.044248316326247,39.691706255622904 -105.044080333077133,39.69221451178813 -105.043763567589551,39.692844087901435 -105.04372989632725,39.693127059954726</coordinates></LineString>"
10890;5;"<LineString><coordinates>-105.252203112649127,39.971221720701138 -105.25213032371272,39.97113468881377 -105.251987107694745,39.971016254280912 -105.251893936622366,39.970970345913763 -105.251575442866397,39.970857435838525 -105.251062301701921,39.970680635365014 -105.249822104298943,39.970285385590628 -105.249440833261687,39.97015004276799 -105.249304186191807,39.970129321206024 -105.249165065971354,39.970131433893819 -105.249096561893893,39.970141057856466 -105.248759062385346,39.970230914426047 -105.248016102399916,39.970455771716225 -105.247868039587757,39.970473291661762 -105.247768092106526,39.970475818662507 -105.247718110715041,39.970474336690629 -105.246994451235665,39.970303920113217</coordinates></LineString>"
12787;5;"<LineString><coordinates>-105.12129667072378,40.166820493440447 -105.121326342174839,40.167275600057081 -105.121324232990204,40.168618660115968 -105.1213079332733,40.170421830377464 -105.121291885077696,40.171376063119233 -105.121287052901451,40.171922675347652 -105.121293114069928,40.172922960342952 -105.121291516051855,40.174013467575335 -105.121306130743676,40.174923876577886 -105.121321432583173,40.177639225876483</coordinates></LineString>"
4751;5;"<LineString><coordinates>-104.968781954637379,39.674850469024683 -104.967284305753466,39.674855068423604 -104.964330029494903,39.674856258080965 -104.961067054807714,39.674840379346506 -104.957927468335981,39.674839593794474 -104.952292918006734,39.674847600780382</coordinates></LineString>"
12119;5;"<LineString><coordinates>-105.2837991935139,40.017094173054396 -105.282600576644882,40.017354683955055 -105.281304989022303,40.01762087039927</coordinates></LineString>"
6236;5;"<LineString><coordinates>-104.979139461076201,39.71831333962357 -104.979150552804398,39.716397731255583 -104.979241117114057,39.714557737344876 -104.979219799915157,39.70810288331046 -104.979268679071382,39.707491806735327 -104.979268645958371,39.707485576726313</coordinates></LineString>"
6366;5;"<LineString><coordinates>-104.992138697105659,39.71838441330906 -104.992173617165591,39.715691701540713 -104.992265607450747,39.714819522855855</coordinates></LineString>"
5188;6;"<LineString><coordinates>-104.984833582672024,39.735290023702014 -104.984899290023947,39.727275206669034</coordinates></LineString>"
5329;6;"<LineString><coordinates>-104.968464913407772,39.741633577410887 -104.968436396320485,39.744816164692992 -104.968432782632235,39.7481922662516</coordinates></LineString>"
14570;6;"<LineString><coordinates>-105.020523389839937,39.780220684384652 -105.020507171771484,39.779002041504548 -105.020505428004,39.777241009838818 -105.020506021145479,39.775642255322367 -105.020513228653883,39.773208234406624 -105.020521588715567,39.771854246532975 -105.020519647354817,39.768106064096457 -105.020513663348112,39.766964827196034 -105.020502747377819,39.765632389451675</coordinates></LineString>"
5310;6;"<LineString><coordinates>-104.854138162045444,39.736493615501381 -104.854075748856985,39.740150071289627 -104.85409536255051,39.742020516212463 -104.854067756885556,39.743782716797988 -104.854066927341563,39.743945491900256 -104.854065678926375,39.747428741622002 -104.854070081335777,39.749270434727798 -104.854060390565778,39.75109555595219 -104.8540411474048,39.753184504914501</coordinates></LineString>"
12188;6;"<LineString><coordinates>-105.279006074584004,40.019179322734736 -105.277704760193714,40.019441285657457 -105.277122719740134,40.019566581216239 -105.276401760277793,40.01972177630801 -105.275089986319927,40.019983640181337 -105.273776269075228,40.0202500687152</coordinates></LineString>"
12123;6;"<LineString><coordinates>-105.278322140491838,40.017133663960408 -105.278506389793563,40.017651214168531 -105.278676527161494,40.018164549015893 -105.278841541249236,40.018662412158861 -105.279006074584004,40.019179322734736</coordinates></LineString>"
5246;6;"<LineString><coordinates>-104.975295212583845,39.73513973192658 -104.975281211704626,39.736864492256188 -104.975304697042901,39.738225337702502 -104.975305910747409,39.738513464515322 -104.975327660843732,39.740006749577311</coordinates></LineString>"
13617;6;"<LineString><coordinates>-105.281103870519431,40.001839637304919 -105.280486278606574,40.001838992875406 -105.280305858242954,40.00183880605934 -105.279868622191401,40.001849529258585 -105.279266664698781,40.001844692024946 -105.278641740706945,40.001843781997898 -105.278027430619559,40.001848442416943 -105.277411887145561,40.001849864275734 -105.27679657770787,40.001837764932503 -105.276181101453219,40.001833206131863 -105.275570532773827,40.001835269926829 -105.274944374446278,40.001836591217419 -105.274336715351609,40.001839469193229 -105.273718638242698,40.001839655701971 -105.273108268911002,40.001838697451319 -105.27251251338005,40.001840741471263 -105.271878711550158,40.001844622728441 -105.271262715368351,40.001847986618266 -105.270651718876351,40.001844354179752 -105.270028110696884,40.001844268386733 -105.269416130685258,40.00184878049253 -105.268786764602581,40.001850460033246 -105.268272215467704,40.001848776346009 -105.267768168671367,40.001851108690389</coordinates></LineString>"
12139;6;"<LineString><coordinates>-105.281304989022303,40.01762087039927 -105.28112548968204,40.017120501707517 -105.28094115851404,40.016600536429792 -105.279624273332104,40.016871152536396 -105.278322140491838,40.017133663960408</coordinates></LineString>"
5487;6;"<LineString><coordinates>-104.983117266280061,39.747547530598808 -104.978531314481515,39.747545235462745 -104.977955697124884,39.747503836479908 -104.97695775812366,39.747486312591285</coordinates></LineString>"
5688;6;"<LineString><coordinates>-104.977018449658061,39.759592851278335 -104.977466123920308,39.759245338474337 -104.984735313097289,39.75365047363681 -104.987877248882697,39.751181613034944</coordinates></LineString>"
12178;6;"<LineString><coordinates>-105.279006074584004,40.019179322734736 -105.279185589023712,40.019692537132045 -105.279356693573632,40.02018168954406</coordinates></LineString>"
14408;6;"<LineString><coordinates>-105.004126053780482,39.766843828777233 -104.999445127821716,39.76687737978002 -104.999401860034581,39.767176477459714</coordinates></LineString>"
14581;7;"<LineString><coordinates>-104.985345062068433,39.75855057150671 -104.985339001793534,39.758555240745196 -104.975706211649978,39.766020294043827</coordinates></LineString>"
4931;7;"<LineString><coordinates>-104.975295212583845,39.73513973192658 -104.972996499284562,39.735161659790492 -104.967986831296557,39.735178472419435</coordinates></LineString>"
3826;7;"<LineString><coordinates>-104.950027014016484,39.68931842477479 -104.949756251365287,39.689317563357115 -104.945373225447838,39.689308810797563 -104.942001582688832,39.689312593304308 -104.940647817781752,39.689314054940091 -104.934297840106339,39.689327091103941 -104.931696723331626,39.689335926386477</coordinates></LineString>"
12124;8;"<LineString><coordinates>-105.281304989022303,40.01762087039927 -105.281483110071065,40.018125331907072 -105.281644988573703,40.01862732519016 -105.280331383577959,40.018897288641213 -105.279678605229577,40.019036206942545 -105.279006074584004,40.019179322734736</coordinates></LineString>"
